2017032000000283945,00:32:17,Homepage,,
2017032000000283977,00:14:13,Homepage,,
2017032000000283977,00:14:59,Homepage,,
2017032000000283977,00:14:14,Homepage,,
2017032000000285089,00:17:21,Click,Alcorcón,Pension Pradillo
2017032000000285089,00:22:52,Click,Alcorcón,Hostal Juanito
2017032000000285089,00:13:14,Click,Alcorcón,Ibis Madrid Alcorcón-Móstoles
2017032000000285089,00:12:32,Click,Alcorcón,Express By Holiday Inn Madrid-Alcorcón
2017032000000286737,00:11:58,Homepage,,
2017032000000286737,00:11:53,Homepage,,
2017032000000286737,00:11:56,Homepage,,
2017032000000286841,00:11:54,Homepage,,
2017032000000286841,00:11:57,Homepage,,
2017032000000286841,00:13:49,Click,Boston,Millennium Bostonian
2017032000000288569,00:13:38,Search,Spain,
2017032000000288569,00:12:07,Search,Spain,
2017032000000288569,00:12:04,Search,Spain,
2017032000000288569,00:12:43,Search,Spain,
2017032000000288569,00:12:37,Search,Spain,
2017032000000288569,00:13:41,Search,Spain,
2017032000000288569,00:11:58,Search,Spain,
2017032000000288569,00:12:07,Search,Spain,
2017032000000288769,00:17:32,Click,Paris,L'Hotel du Collectionneur Arc de Triomphe
2017032000000288769,00:21:17,Click,Paris,Best Western Opéra Batignolles
2017032000000288769,00:13:40,Click,Paris,Novotel Paris Tour Eiffel
2017032000000288769,00:13:07,Click,Paris,B&B Hotel Paris Porte des Lilas
2017032000000288769,00:52:00,Click,Paris,Hôtel Square
2017032000000288769,01:03:54,Click,Paris,Platine
2017032000000290169,00:14:12,Click,Puerto de la Cruz,Bahía Príncipe San Felipe
2017032000000290169,00:13:30,Click,Puerto de la Cruz,Bahía Príncipe San Felipe
2017032000000290169,00:14:06,Click,Puerto de la Cruz,Bahía Príncipe San Felipe
2017032000000290169,00:14:19,Click,Puerto de la Cruz,Bahía Príncipe San Felipe
2017032000000291497,00:24:01,Click,Cordoba,AC Hotel Córdoba by Marriott
2017032000000291497,00:23:22,Click,Cordoba,Parador de Córdoba
2017032000000291497,00:25:00,Click,Cordoba,AC Hotel Córdoba by Marriott
2017032000000291497,00:15:02,Click,Cordoba,Alberca Deluxe
2017032000000291497,00:14:35,Click,Cordoba,Alberca Deluxe
2017032000000291497,00:15:21,Click,Cordoba,Alberca Deluxe
2017032000000291497,00:12:05,Homepage,,
2017032000000291497,00:16:34,Click,Cordoba,Parador de Córdoba
2017032000000293073,00:21:06,Click,Ferrara,Touring
2017032000000293073,00:24:51,Click,Ferrara,Touring
2017032000000293073,00:26:44,Click,Ferrara,Touring
2017032000000293073,00:42:33,Click,Ferrara,Touring
2017032000000295433,00:12:15,Homepage,,
2017032000000295433,00:13:23,Click,Benidorm,Madeira Centro
2017032000000295433,00:12:19,Homepage,,
2017032000000295433,00:14:44,Click,Benidorm,Onasol Vista Oro
2017032000000295433,00:50:24,Click,Benidorm,Madeira Centro
2017032000000297017,01:11:05,Click,Pésaro,Figaro
2017032000000297017,00:13:09,Click,Pésaro,Clipper
2017032000000297017,00:24:08,Click,Pésaro,Rivazzurra
2017032000000297545,00:14:26,Click,Verona,Juliette House
2017032000000297545,00:12:21,Search,Italy,
