101|AR-A|en|Y|Salta||Jun 21 2005  3:47PM
101|AR-B|en|Y|Buenos Aires||Jun 21 2005  3:47PM
101|AR-C|en|Y|Distrito Federal||Jun 21 2005  3:47PM
101|AR-D|en|Y|San Luis||Jun 21 2005  3:47PM
101|AR-E|en|Y|Entre Rios||Jun 21 2005  3:47PM
101|AR-F|en|Y|La Rioja||Jun 21 2005  3:47PM
101|AR-G|en|Y|Santiago del Estero||Jun 21 2005  3:47PM
101|AR-H|en|Y|Chaco||Jun 21 2005  3:47PM
101|AR-J|en|Y|San Juan||Jun 21 2005  3:47PM
101|AR-K|en|Y|Catamarca||Jun 21 2005  3:47PM
101|AR-L|en|Y|La Pampa||Jun 21 2005  3:47PM
101|AR-M|en|Y|Mendoza||Jun 21 2005  3:47PM
101|AR-N|en|Y|Misiones||Jun 21 2005  3:47PM
101|AR-P|en|Y|Formosa||Jun 21 2005  3:47PM
101|AR-Q|en|Y|NeuquÇn||Jun 21 2005  3:47PM
101|AR-R|en|Y|Rio Negro||Jun 21 2005  3:47PM
101|AR-S|en|Y|Santa Fe||Jun 21 2005  3:47PM
101|AR-T|en|Y|Tucum†n||Jun 21 2005  3:47PM
101|AR-U|en|Y|Chubut||Jun 21 2005  3:47PM
101|AR-V|en|Y|Tierra del Fuego||Jun 21 2005  3:47PM
101|AR-W|en|Y|Corrientes||Jun 21 2005  3:47PM
101|AR-X|en|Y|C¢rdoba||Jun 21 2005  3:47PM
101|AR-Y|en|Y|Jujuy||Jun 21 2005  3:47PM
101|AR-Z|en|Y|Santa Cruz||Jun 21 2005  3:47PM
101|AU-ACT|en|Y|Australian Capital Territory||Jun 21 2005  3:47PM
101|AU-NSW|en|Y|New South Wales||Jun 21 2005  3:47PM
101|AU-NT|en|Y|Northern Territory||Jun 21 2005  3:47PM
101|AU-QLD|en|Y|Queensland||Jun 21 2005  3:47PM
101|AU-SA|en|Y|South Australia||Jun 21 2005  3:47PM
101|AU-TAS|en|Y|Tasmania||Jun 21 2005  3:47PM
101|AU-VIC|en|Y|Victoria||Jun 21 2005  3:47PM
101|AU-WA|en|Y|Western Australia||Jun 21 2005  3:47PM
101|BE-BRU|en|Y|Brussels-Capital||Sep 10 2016  4:11AM
101|BE-VAN|en|Y|Antwerpen||Jun 21 2005  3:47PM
101|BE-VBR|en|Y|Vlaams Brabant||Jun 21 2005  3:47PM
101|BE-VLI|en|Y|Limburg||Jun 21 2005  3:47PM
101|BE-VOV|en|Y|Oost-Vlaanderen||Jun 21 2005  3:47PM
101|BE-VWV|en|Y|West-Vlaanderen||Jun 21 2005  3:47PM
101|BE-WBR|en|Y|Brabant Wallon||Jun 21 2005  3:47PM
101|BE-WHT|en|Y|Hainaut||Jun 21 2005  3:47PM
101|BE-WLG|en|Y|Liäge||Jun 21 2005  3:47PM
101|BE-WLX|en|Y|Luxembourg||Jun 21 2005  3:47PM
101|BE-WNA|en|Y|Namur||Jun 21 2005  3:47PM
101|BR-AC|en|Y|Acre||Jun 21 2005  3:47PM
101|BR-AL|en|Y|Alagoas||Jun 21 2005  3:47PM
101|BR-AM|en|Y|Amazonas||Jun 21 2005  3:47PM
101|BR-AP|en|Y|Amap†||Jun 21 2005  3:47PM
101|BR-BA|en|Y|Bahia||Jun 21 2005  3:47PM
101|BR-CE|en|Y|Cear†||Jun 21 2005  3:47PM
101|BR-DF|en|Y|Distrito Federal||Jun 21 2005  3:47PM
101|BR-ES|en|Y|Esp°rito Santo||Jun 21 2005  3:47PM
101|BR-GO|en|Y|Goi†s||Jun 21 2005  3:47PM
101|BR-MA|en|Y|Maranh›o||Jun 21 2005  3:47PM
101|BR-MG|en|Y|Minas Gerais||Jun 21 2005  3:47PM
101|BR-MS|en|Y|Mato Grosso do Sul||Jun 21 2005  3:47PM
101|BR-MT|en|Y|Mato Grosso||Jun 21 2005  3:47PM
101|BR-PA|en|Y|Par†||Jun 21 2005  3:47PM
101|BR-PB|en|Y|Paraiba||Jun 21 2005  3:47PM
101|BR-PE|en|Y|Pernambuco||Jun 21 2005  3:47PM
101|BR-PI|en|Y|Piau°||Jun 21 2005  3:47PM
101|BR-PR|en|Y|Paran†||Jun 21 2005  3:47PM
101|BR-RJ|en|Y|Rio de Janeiro||Jun 21 2005  3:47PM
101|BR-RN|en|Y|Rio Grande do Norte||Jun 21 2005  3:47PM
101|BR-RO|en|Y|Rondìnia||Jun 21 2005  3:47PM
101|BR-RR|en|Y|Roraima||Jun 21 2005  3:47PM
101|BR-RS|en|Y|Rio Grande do Sul||Jun 21 2005  3:47PM
101|BR-SC|en|Y|Santa Catarina||Jun 21 2005  3:47PM
101|BR-SE|en|Y|Sergipe||Jun 21 2005  3:47PM
101|BR-SP|en|Y|S›o Paulo||Jun 21 2005  3:47PM
101|BR-TO|en|Y|Tocantins||Jun 21 2005  3:47PM
101|CA-AB|en|Y|Alberta||Jun 21 2005  3:47PM
101|CA-BC|en|Y|British Columbia||Jun 21 2005  3:47PM
101|CA-MB|en|Y|Manitoba||Jun 21 2005  3:47PM
101|CA-NB|en|Y|New Brunswick||Jun 21 2005  3:47PM
101|CA-NL|en|Y|Newfoundland and Labrador||Jun 21 2005  3:47PM
101|CA-NS|en|Y|Nova Scotia||Jun 21 2005  3:47PM
101|CA-NT|en|Y|Northwest Territories||Jun 21 2005  3:47PM
101|CA-NU|en|Y|Nunavut||Jun 21 2005  3:47PM
101|CA-ON|en|Y|Ontario||Jun 21 2005  3:47PM
101|CA-PE|en|Y|Prince Edward Island||Jun 21 2005  3:47PM
101|CA-QC|en|Y|Quebec||Jun 21 2005  3:47PM
101|CA-SK|en|Y|Saskatchewan||Jun 21 2005  3:47PM
101|CA-YT|en|Y|Yukon Territory||Jun 21 2005  3:47PM
101|CH-AG|en|Y|Aargau||Jun 21 2005  3:47PM
101|CH-AI|en|Y|Appenzell Innerrhoden||Jun 21 2005  3:47PM
101|CH-AR|en|Y|Appenzell Ausserrhoden||Jun 21 2005  3:47PM
101|CH-BE|en|Y|Bern||Jun 21 2005  3:47PM
101|CH-BL|en|Y|Basel-Landschaft||Jun 21 2005  3:47PM
101|CH-BS|en|Y|Basel-Stadt||Jun 21 2005  3:47PM
101|CH-FR|en|Y|Fribourg||Jun 21 2005  3:47PM
101|CH-GE|en|Y|Genäve||Jun 21 2005  3:47PM
101|CH-GL|en|Y|Glarus||Jun 21 2005  3:47PM
101|CH-GR|en|Y|GraubÅnden||Jun 21 2005  3:47PM
101|CH-JU|en|Y|Jura||Jun 21 2005  3:47PM
101|CH-LU|en|Y|Luzern||Jun 21 2005  3:47PM
101|CH-NE|en|Y|NeuchÉtel||Jun 21 2005  3:47PM
