101|AE|4||Jun 21 2005  3:48PM
101|AF|5||Jun 21 2005  3:48PM
101|AL|6||Jun 21 2005  3:48PM
101|AM|7||Jun 21 2005  3:48PM
101|AN|8||Jun 21 2005  3:48PM
101|AO|9||Jun 21 2005  3:48PM
101|AR|10||Jun 21 2005  3:48PM
101|TV|11||Jun 21 2005  3:48PM
101|AU|11||Jun 21 2005  3:48PM
101|AW|12||Jun 21 2005  3:48PM
101|BA|14||Jun 21 2005  3:48PM
101|BB|15||Jun 21 2005  3:48PM
101|BD|16||Jun 21 2005  3:48PM
101|BG|18||Jun 21 2005  3:48PM
101|BH|19||Jun 21 2005  3:48PM
101|BI|20||Jun 21 2005  3:48PM
101|BM|21||Jun 21 2005  3:48PM
101|BN|22||Jun 21 2005  3:48PM
101|BO|23||Jun 21 2005  3:48PM
101|BR|24||Jun 21 2005  3:48PM
101|BS|25||Jun 21 2005  3:48PM
101|BT|26||Jun 21 2005  3:48PM
101|BW|27||Jun 21 2005  3:48PM
101|BZ|29||Jun 21 2005  3:48PM
101|CA|30||Jun 21 2005  3:48PM
101|CC|11||Jun 21 2005  3:48PM
101|CH|32||Jun 21 2005  3:48PM
101|CL|33||Jun 21 2005  3:48PM
101|CN|34||Jun 21 2005  3:48PM
101|CO|35||Jun 21 2005  3:48PM
101|CR|36||Jun 21 2005  3:48PM
101|CU|37||Jun 21 2005  3:48PM
101|CV|38||Jun 21 2005  3:48PM
101|CX|11||Jun 21 2005  3:48PM
101|HM|11||Jun 21 2005  3:48PM
101|KI|11||Jun 21 2005  3:48PM
101|LI|32||Jun 21 2005  3:48PM
101|NF|11||Jun 21 2005  3:48PM
101|NR|11||Jun 21 2005  3:48PM
101|AD|2||Jun 21 2005  3:48PM
101|AT|2||Jun 21 2005  3:48PM
101|BE|2||Jun 21 2005  3:48PM
101|CZ|40||Jun 21 2005  3:48PM
101|DE|2||Jun 21 2005  3:48PM
101|DJ|41||Jun 21 2005  3:48PM
101|DK|42||Jun 21 2005  3:48PM
101|DO|43||Jun 21 2005  3:48PM
101|DZ|44||Jun 21 2005  3:48PM
101|EC|1||Jun 21 2005  3:48PM
101|EG|46||Jun 21 2005  3:48PM
