101|1|10285|C_REJE|1|N|Jul 12 2008  9:15PM|1700|1|CASH|1029|1727|Mountain Top Training|N|1|035001||1||||Jan 18 2014  4:57AM
101|2|9202|C_COMP|1|N|Jun  9 2009  4:04PM|300|1|CASH|1029|1698|Seth Prentice|N|138|050076|Jun 11 2009  8:23PM|1|0|0||Jan 18 2014  4:57AM
101|3|5676|C_NISU|79|N|Jun 11 2009 12:54PM|1000|1|CASH|1035|1562|Daewon Kim|N|188|050076||1||||Jan 18 2014  4:57AM
101|4|9653|C_NISU|1|N|Jun 15 2009  5:32PM|800|1|CASH|1029|1778|Jeffrey Farnham|N|238|050076||1||||Jan 18 2014  4:57AM
101|5|9653|C_COMP|1|N|Jun 17 2009  4:44PM|750|1|CASH|1029|1778|Jeffrey Farnham|N|299|050076|Jun 18 2009  1:09PM|1|0|0||Jan 18 2014  4:57AM
101|6|10004|C_COMP|1|N|Jun 19 2009  3:45PM|500|1|CASH|1029|1687|louise myers|N|348|050076|Jun 23 2009  1:56PM|1|0|0||Jan 18 2014  4:57AM
101|7|10115|C_NISU|1|N|Jun 23 2009  7:56PM|100|2|CASH|1029|1771|Sunglyong Kim|N|408|050076||1||||Jan 18 2014  4:57AM
101|8|10115|C_NISU|1|N|Jun 23 2009  7:57PM|10|2|CASH|1029|1771|Sunglyong Kim|N|409|050076||1||||Jan 18 2014  4:57AM
101|9|10193|C_NISU|1|N|Jul  1 2009  6:42PM|1000|1|CASH|1032|2314|James McVeigh|N|510|050076||1||||Jan 18 2014  4:57AM
101|10|9110|C_PEND|1|N|Jul 16 2009  9:28PM|1000|1|CASH|1034|1832|Chetan Dave|N|773|050076||1||||Jan 18 2014  4:57AM
101|11|17084|C_COMP|1|N|Jul 21 2009 10:23PM|1000|1|CASH|1029|1723|Trip to San Jose|N|867|050076|Jul 23 2009  8:12PM|1|0|0||Jan 18 2014  4:57AM
101|12|9990|C_NISU|1|N|Jul 30 2009  2:05PM|734|1|CASH|1028|1641|Mike Rauth|N|1082|050076||1||||Jan 18 2014  4:57AM
101|13|9141|C_NISU|1|N|Aug 25 2009  6:42PM|500|1|CASH|1027|1672|India Consulate|N|1718|050076||1||||Jan 18 2014  4:57AM
101|14|10755|C_REJE|1|N|Sep 25 2009  8:24PM|1390|116|CASH|1027|1750|vbd-CEBU TRIP|N|2465|050076||1||||Jan 18 2014  4:57AM
101|15|9257|C_NISU|1|N|Oct  8 2009  7:46PM|800|1|CASH|1027|1668|Korea-Taiwan-Oct09|N|2813|050076||1||||Jan 18 2014  4:57AM
101|16|10614|C_COMP|1|N|Oct 29 2009  2:44AM|200|1|CASH|1034|1833|Michael Todd Foree|N|3413|050076|Nov 20 2009 10:42PM|1|0|0||Jan 18 2014  4:57AM
101|17|9068|C_REJE|1|N|Nov 23 2009 11:28PM|4000|1|CASH|1008|1643|Yan Man  Tsui|N|4384|050076||1||||Jan 18 2014  4:57AM
101|19|9852|C_REJE|1|N|Feb  3 2010  9:31PM|250|1|CASH|1027|1766|Greg King|N|6500|050076||1||||Jan 18 2014  4:57AM
101|20|5711|C_REJE|79|N|Mar 15 2010  1:24AM|350|34|CASH|1035|1559|car from Pudong to Suzhou|N||050076||1|0|0||Jul  7 2015 11:22PM
101|21|5711|C_REJE|79|N|Mar 15 2010  1:25AM|18|34|CASH|1035|1559|taxi|N||050076||1|0|0||Jul  7 2015 11:22PM
101|22|5711|C_REJE|79|N|Mar 15 2010  1:25AM|18|34|CASH|1035|1559|taxi|N||050076||1|0|0||Jul  7 2015 11:22PM
101|23|5711|C_REJE|79|N|Mar 15 2010  1:26AM|18|34|CASH|1035|1559|taxi|N||050076||1|0|0||Jul  7 2015 11:22PM
101|24|5711|C_REJE|79|N|Mar 15 2010  1:26AM|10|34|CASH|1035|1559|taxi|N||050076||1|0|0||Jul  7 2015 11:22PM
101|25|5711|C_REJE|79|N|Mar 15 2010  1:27AM|10|34|CASH|1035|1559|taxi|N||050076||1|0|0||Jul  7 2015 11:22PM
101|26|5711|C_REJE|79|N|Mar 15 2010  1:28AM|300|34|CASH|1035|1559|dinner|N||050076||1|0|0||Jul  7 2015 11:22PM
101|27|5711|C_REJE|79|N|Mar 15 2010  1:30AM|29|34|CASH|1035|1559|taxi|N||050076||1|0|0||Jul  7 2015 11:22PM
101|28|5711|C_REJE|79|N|Mar 15 2010  1:30AM|10|34|CASH|1035|1559|taxi|N||050076||1|0|0||Jul  7 2015 11:22PM
101|29|5711|C_REJE|79|N|Mar 15 2010  1:31AM|40|34|CASH|1035|1559|taxi|N||050076||1|0|0||Jul  7 2015 11:22PM
101|1588|4102|C_COMP|116|N|Jan 27 2014  9:10AM|5000|116|CASH|1079|1440|Incidental expenses - Mike Dube visit|N|113594|050076|Jan 28 2014  5:05AM|1|0|0||Feb 13 2014 12:35AM
101|1589|4021|C_COMP|116|N|Jan 27 2014  9:44AM|3800|116|CASH|1079|1434|Mariam Cubol|N|113595|050076|Jan 28 2014  5:05AM|1|0|0||Mar  6 2014 12:41AM
101|1590|4637|C_COMP|116|N|Jan 28 2014  6:34AM|1300|116|CASH|1079|1442|Priest Stipend-February Holy Mass|N|113693|050076|Feb  3 2014  1:08AM|1|0|0||Feb 20 2014 12:15AM
101|1591|2686|C_COMP|34|N|Jan 29 2014  3:15AM|20000|34|CASH|1092|12091|Sort FP Design Workshop in Penang|N|113783|050076|Feb 10 2014  1:05AM|1|0|0||Jun 11 2014 11:31PM
101|1592|4102|C_COMP|116|N|Jan 29 2014  6:41AM|20000|116|CASH|1079|1440|Visa Extension fee|N|113806|050076|Feb  3 2014  1:08AM|1|0|0||Feb 13 2014 12:35AM
101|1593|4709|C_COMP|116|N|Jan 30 2014  2:48AM|1000|116|CASH|1079|1254|Jaime B C Sepulveda|N|113849|050076|Feb  3 2014  1:08AM|1|0|0||Feb 13 2014 12:35AM
101|1594|131888|C_COMP|116|N|Jan 30 2014  7:37AM|18000|116|CASH|1079|1246|Advantek Audit and Sytic Corp Visit|N|113856|050076|Feb  3 2014  1:07AM|1|0|0||Apr 28 2014  4:30AM
101|1595|3394|C_COMP|116|N|Jan 30 2014  9:42AM|18000|116|CASH|1079|1253|Advantek Audit- Florencio Penecitos|N|113860|050076|Feb  3 2014  1:07AM|1|0|0||Jun  3 2014  6:39AM
101|1596|3938|C_COMP|116|N|Feb  5 2014  2:25AM|10000|116|CASH|1079|1429|Mariqueta Arcayan|N|114165|050076|Feb  7 2014 12:54AM|1|0|0||Mar 19 2014 11:07PM
