101|38741|SUCCESS||Apr 23 2009  6:02AM
101|39635|SUCCESS||Apr 30 2009  6:13AM
101|40523|SUCCESS||May  7 2009  6:01AM
101|40613|SUCCESS||May  7 2009  8:14PM
101|41571|SUCCESS||May 14 2009  6:02AM
101|42591|SUCCESS||May 21 2009  6:02AM
101|43630|SUCCESS||May 28 2009  6:01AM
101|44671|SUCCESS||Jun  4 2009  6:01AM
101|45712|SUCCESS||Jun 11 2009  6:01AM
101|46756|SUCCESS||Jun 18 2009  6:02AM
101|47804|SUCCESS||Jun 25 2009  6:01AM
101|48865|SUCCESS||Jul  2 2009  6:01AM
101|49924|SUCCESS||Jul  9 2009  6:02AM
101|50987|SUCCESS||Jul 16 2009  6:03AM
101|51977|SUCCESS||Jul 23 2009  6:06AM
101|53035|SUCCESS||Jul 30 2009  6:03AM
101|54094|SUCCESS||Aug  6 2009  6:04AM
101|55131|SUCCESS||Aug 13 2009  6:02AM
101|56165|SUCCESS||Aug 20 2009  6:02AM
101|57249|SUCCESS||Aug 27 2009  6:01AM
101|58338|SUCCESS||Sep  3 2009  6:05AM
101|59239|SUCCESS||Sep  9 2009 11:18PM
101|60322|SUCCESS||Sep 16 2009 11:11PM
101|61400|SUCCESS||Sep 23 2009 11:34PM
101|62492|SUCCESS||Sep 30 2009 11:46PM
101|63556|SUCCESS||Oct  7 2009 11:23PM
101|64646|SUCCESS||Oct 14 2009 11:49PM
101|65709|SUCCESS||Oct 21 2009 11:35PM
101|66731|SUCCESS||Oct 28 2009 11:12PM
101|67781|SUCCESS||Nov  5 2009 12:38AM
101|68861|SUCCESS||Nov 12 2009 12:28AM
101|69926|SUCCESS||Nov 19 2009 12:18AM
101|71002|SUCCESS||Nov 26 2009 12:26AM
101|72091|SUCCESS||Dec  3 2009 12:39AM
101|73172|SUCCESS||Dec 10 2009 12:46AM
101|74216|SUCCESS||Dec 17 2009 12:52AM
101|75255|SUCCESS||Dec 24 2009 12:39AM
101|76338|SUCCESS||Dec 31 2009 12:21AM
101|77276|SUCCESS||Jan  7 2010 12:33AM
101|78356|SUCCESS||Jan 14 2010 12:18AM
101|79426|SUCCESS||Jan 21 2010 12:32AM
101|80502|SUCCESS||Jan 28 2010 12:24AM
101|81598|SUCCESS||Feb  4 2010 12:20AM
101|82693|SUCCESS||Feb 11 2010 12:45AM
101|83785|SUCCESS||Feb 18 2010 12:30AM
101|84871|SUCCESS||Feb 25 2010 12:43AM
101|85959|SUCCESS||Mar  4 2010 12:39AM
101|87056|SUCCESS||Mar 11 2010 12:43AM
101|88130|SUCCESS||Mar 17 2010 11:25PM
101|89182|SUCCESS||Mar 24 2010 11:49PM
101|90228|SUCCESS||Mar 31 2010 11:25PM
101|91321|SUCCESS||Apr  7 2010 11:52PM
101|92424|SUCCESS||Apr 15 2010 12:11AM
101|93457|SUCCESS||Apr 21 2010 11:20PM
101|94556|SUCCESS||Apr 28 2010 11:44PM
101|95622|SUCCESS||May  5 2010 11:45PM
101|96690|SUCCESS||May 12 2010 11:34PM
101|97746|SUCCESS||May 19 2010 11:40PM
101|98785|SUCCESS||May 26 2010 11:58PM
101|99824|SUCCESS||Jun  2 2010 11:21PM
101|100836|SUCCESS||Jun  9 2010 11:48PM
101|101861|SUCCESS||Jun 16 2010 11:24PM
101|102725|SUCCESS||Jun 23 2010 11:48PM
101|103642|SUCCESS||Jun 30 2010 11:54PM
101|104570|SUCCESS||Jul  7 2010 11:51PM
101|105454|SUCCESS||Jul 14 2010 11:41PM
101|106402|SUCCESS||Jul 21 2010 11:29PM
101|107475|SUCCESS||Jul 28 2010 11:28PM
101|108550|SUCCESS||Aug  4 2010 11:48PM
101|109575|SUCCESS||Aug 11 2010 11:58PM
101|110346|SUCCESS||Aug 18 2010 11:32PM
101|111431|SUCCESS||Aug 25 2010 11:53PM
101|112525|SUCCESS||Sep  1 2010 11:24PM
101|113629|SUCCESS||Sep  8 2010 11:37PM
101|114704|SUCCESS||Sep 15 2010 11:23PM
