101|543|4102|Jan 27 2012  7:00AM|revalidation fee of 47-a2 visa of Agnes Kwon||Jan 27 2012  7:00AM
101|543|3898|Jan 27 2012  7:06AM|ok||Jan 27 2012  7:06AM
101|545|7561|Jan 30 2012 12:38AM|Fuel Gauge project||Jan 30 2012 12:38AM
101|546|4148|Jan 30 2012  2:27AM|Travel to MT. TOP for Benchmarking.||Jan 30 2012  2:27AM
101|547|3904|Jan 31 2012  6:34AM|MTS machine in FSPM||Jan 31 2012  6:34AM
101|547|3911|Jan 31 2012  6:37AM|Approved.||Jan 31 2012  6:37AM
101|548|4077|Feb  1 2012 12:40AM|To be used for upcoming SMP Workshop / Offsite Activites (Feb. 13-17'12).  PR#:  039502||Feb  1 2012 12:40AM
101|549|3803|Feb  1 2012 12:56AM|Renewal of Pajero's registration which will be expiring on the 2nd wk of February 2012||Feb  1 2012 12:56AM
101|549|3914|Feb  1 2012  1:01AM|OK||Feb  1 2012  1:01AM
101|507|3914|Feb  1 2012  1:01AM|OK||Feb  1 2012  1:01AM
101|548|9590|Feb  1 2012  6:09PM|Approved for Site MP Workshop Expenses||Feb  1 2012  6:09PM
101|550|3815|Feb  2 2012  4:38PM|Subcon Purchasing transition activities in preparation for Gwen Neoh's departure.||Feb  2 2012  4:38PM
101|550|3836|Feb  3 2012  1:22AM|ok||Feb  3 2012  1:22AM
101|551|7886|Feb  3 2012  3:22AM|Thaipusam Donation Drive - 7/2/12||Feb  3 2012  3:22AM
101|551|7734|Feb  3 2012  3:26AM|Company contribution for Thaipusam Festival||Feb  3 2012  3:26AM
101|552|249150|Feb  3 2012  8:18PM|This amount will cover the expense for two separate 5 day trips to New Haven, CT on the weeks of Feb.13-17 and Feb.27-Mar.2 2012.  Expenses will include 10 total nights in a hotel (Omni New Haven) as well as food, mileage, and parking.||Feb  3 2012  8:18PM
101|552|9264|Feb  3 2012  9:08PM|Advance to enable requested training.||Feb  3 2012  9:08PM
101|553|4077|Feb  8 2012  2:39AM|To be used for the SMP team building activities as Plan B for we cancelled the Plan A due to aftershocks of Earthquakes for safety.||Feb  8 2012  2:39AM
101|554|4176|Feb  9 2012  1:00AM|For Site master planning team building activities.Notte: Pls. cancel Lucita Tumulak's previous request.||Feb  9 2012  1:00AM
101|554|9590|Feb 13 2012 12:06AM|approved||Feb 13 2012 12:06AM
101|556|3887|Feb 13 2012  9:42AM|This is for the proposed token of P300 each for those boxstock employee who reported for work last Dec 25 & Jan 1. The budget has been approved for a Jollibee Gift C. However, Jollibee will only accept cash . Per advise by the buyer ,(Gloria Berdin) I need to request for the cash payment for Jollibee.( PR fully approved under PO# 0412100537)||Feb 13 2012  9:42AM
101|555|9825|Feb 13 2012  1:48PM|Approved.||Feb 13 2012  1:48PM
101|557|250061|Feb 15 2012 12:13AM|STP Training for Operators (Pooling Purposes) on Feb 20-22, 2012;;No. of Pax = 30||Feb 15 2012 12:13AM
101|558|4571|Feb 16 2012  2:50AM|Prototype build of TOLL pkg at Infineon Semiconductors||Feb 16 2012  2:50AM
101|560|4707|Feb 16 2012  4:02AM|Conduct prototype build at IFX Malacca factory for the TOLL package development.||Feb 16 2012  4:02AM
101|561|4533|Feb 16 2012  9:08AM|TOLL prototype build at IFX malaysia||Feb 16 2012  9:08AM
101|557|4456|Feb 17 2012  2:58AM|Pooling strategy for approved action.||Feb 17 2012  2:58AM
101|560|4027|Feb 17 2012  5:17AM|Approved||Feb 17 2012  5:17AM
101|556|4695|Feb 20 2012  6:42AM|approved||Feb 20 2012  6:42AM
101|562|7713|Feb 20 2012  7:16AM|Travel to ME on 25 Feb 2012||Feb 20 2012  7:16AM
101|562|10112|Feb 20 2012  7:24AM|Approved||Feb 20 2012  7:24AM
101|564|4108|Feb 22 2012  7:13AM|TOLL project||Feb 22 2012  7:13AM
101|564|4106|Feb 22 2012  7:17AM|approved||Feb 22 2012  7:17AM
101|566|3916|Feb 22 2012  9:24AM|Prototype Build in IFX,  Malacca, Malaysia||Feb 22 2012  9:24AM
101|567|249166|Feb 22 2012 11:14AM|TA Approved||Feb 22 2012 11:14AM
101|566|4022|Feb 23 2012 12:19AM|Approved. This is charged to TOLL PPA.||Feb 23 2012 12:19AM
101|568|3803|Feb 23 2012  1:37AM|renewal of the registration that will be expiring on the 1st week of March 2012||Feb 23 2012  1:37AM
101|568|3914|Feb 23 2012  1:54AM|Ok , car registration reqment||Feb 23 2012  1:54AM
101|569|4021|Feb 29 2012  5:18AM|Purchase Canon A610 zoom lens. Please refer approved PR-043074. urgent need.||Feb 29 2012  5:18AM
101|569|3898|Mar  1 2012  2:01AM|ok||Mar  1 2012  2:01AM
101|570|4024|Mar  1 2012  2:37AM|IT Managers Meeting in Penang||Mar  1 2012  2:37AM
101|571|250061|Mar  1 2012  3:17AM|Pooling strategy for approved action||Mar  1 2012  3:17AM
101|571|4456|Mar  1 2012  4:41AM|In line with Q1 Action and strategy.||Mar  1 2012  4:41AM
101|572|4026|Mar  1 2012  4:43AM|To attend DRFBM meeting in Bucheon with Diamond Electric and the rest of the key technical members of the APM 6 project (Mar 5 & 6)||Mar  1 2012  4:43AM
101|573|3912|Mar  1 2012  4:58AM|Attend Design Review for APM6 and SPM4 in Bucheon.||Mar  1 2012  4:58AM
101|570|191828|Mar  1 2012  5:19AM|Approved.  Benjie is traveling to PG for a week.  Thanks. -cst||Mar  1 2012  5:19AM
101|572|4106|Mar  1 2012  7:36AM|approved||Mar  1 2012  7:36AM
101|571|3827|Mar  5 2012  9:46AM|fscp guideline allows only up to Ps 10k advance per employee..you may split the advance to 3 HR staff..thanks||Mar  5 2012  9:46AM
101|574|250061|Mar  6 2012  1:45AM|Approved Action Plan for Q1||Mar  6 2012  1:45AM
101|575|7291|Mar  6 2012  6:49AM|Travel of Datacon Machine Application Trainning accommodation fee||Mar  6 2012  6:49AM
101|558|3911|Mar  7 2012  1:34AM|approved||Mar  7 2012  1:34AM
101|576|7610|Mar  7 2012  5:12AM|Die Attach Datacon Machine Training in KL accommodation fee||Mar  7 2012  5:12AM
101|574|4456|Mar  7 2012  9:49AM|Part of strategy for Q1 Action.||Mar  7 2012  9:49AM
101|577|7621|Mar  8 2012  9:00AM|Die Attach Datacon Machine Training in KL_accommodation.||Mar  8 2012  9:00AM
101|577|7259|Mar  8 2012  9:27AM|Approve||Mar  8 2012  9:27AM
101|578|4695|Mar 12 2012  5:12AM|Logistics Meeting in HK||Mar 12 2012  5:12AM
101|578|3782|Mar 14 2012 12:29PM|approved||Mar 14 2012 12:29PM
101|579|4066|Mar 15 2012  2:06AM|Cebu Island shirt token for 5 Japaneses Auditors : P2000(5*P400),Morning Snacks (8*P50), Afternoon Snacks (8 *P50), Customer Streamer: P432||Mar 15 2012  2:06AM
101|581|178527|Mar 19 2012  1:02AM|Apply through concur as request by Finance - amount already approved in TA form.||Mar 19 2012  1:02AM
101|579|3898|Mar 19 2012  2:52AM|ok||Mar 19 2012  2:52AM
101|582|4541|Mar 19 2012  3:48AM|for two weeks meal allowance March 20 to March 31||Mar 19 2012  3:48AM
101|583|8944|Mar 20 2012 12:26PM|Application for 26~30Mar2012 SQE Forum & Workshop in Cebu, PHLP.||Mar 20 2012 12:26PM
101|583|206816|Mar 20 2012  3:15PM|Approved||Mar 20 2012  3:15PM
101|584|3467|Mar 21 2012 12:40AM|Buy Canel Hair brush urgent need. Use for ink removal process. - under PR# 045994||Mar 21 2012 12:40AM
101|585|3467|Mar 21 2012  1:16AM|Buy Camel Hair Brush (urgent need) - under PR#045084||Mar 21 2012  1:16AM
101|584|4143|Mar 21 2012  1:22AM|cancel - wrong PR account used||Mar 21 2012  1:22AM
101|585|4143|Mar 21 2012  1:23AM|this will be use for Ink stripping process.||Mar 21 2012  1:23AM
101|583|7609|Mar 21 2012  7:50AM|Want change to USD700.||Mar 21 2012  7:50AM
101|586|8944|Mar 21 2012  7:51AM|previous application rejected. Re-apply for SQE Cebu trip. 26~30Mar2012||Mar 21 2012  7:51AM
101|586|206816|Mar 21 2012  8:02AM|approved||Mar 21 2012  8:02AM
101|587|7273|Mar 23 2012  3:32AM|for SQE Forum in Cebu||Mar 23 2012  3:32AM
101|587|8944|Mar 23 2012  4:06AM|Cebu SQE forum. Approved||Mar 23 2012  4:06AM
101|588|4066|Mar 24 2012  6:24AM|Due to limited time, tokens will be on cash purchased at Kultura Cebu. This is per approved  PR-046013||Mar 24 2012  6:24AM
101|588|3898|Mar 26 2012 12:44AM|ok||Mar 26 2012 12:44AM
101|589|3923|Mar 28 2012  4:51AM|WLCSP benchmarking @ Penang(FSPM)||Mar 28 2012  4:51AM
101|590|3883|Mar 28 2012  7:28AM|WLCSP Process benchmarking in Penang FSC||Mar 28 2012  7:28AM
101|591|3788|Mar 28 2012  7:32AM|WLCSP Process Benchmarking in Fairchild Penang||Mar 28 2012  7:32AM
101|591|3911|Mar 28 2012  8:24AM|ok||Mar 28 2012  8:24AM
101|590|4135|Mar 28 2012  8:36AM|For WLCSP benchmarking trip in FSPM||Mar 28 2012  8:36AM
101|592|3942|Mar 28 2012  8:50AM|Business travel to Penang for Muhlbauer benchmarking||Mar 28 2012  8:50AM
101|589|4748|Mar 29 2012  1:19AM|Approved. ;This activity will support the Incoming and Mfg best practice sharing for WLCSP and Carrier tape (for the case of IQC). In addition, Penang line QA deployment will be covered in support for Lean Quality Program of Cebu.||Mar 29 2012  1:19AM
101|592|4148|Mar 29 2012  2:35AM|ok||Mar 29 2012  2:35AM
