101|2|en|Y|An appropriate exchange rate is not found for currency that the report/request references. Select another policy or contact the system administrator. (Error evaluating rule: %rulename%).||Jun 21 2005  3:48PM
101|3|en|Y|An error occurred attempting to evaluate the rule: %rulename%.||Jun 21 2005  3:48PM
101|4|en|Y|An error occurred attempting to look up the account code(s) for this entry. The account code lookup was based on : %values%. This report cannot be submitted until your system administrator adds an account code for this expense type with the above ledger segment data.||Jun 21 2005  3:48PM
101|5|en|Y|Journal entries do not balance to the approved amount for this entry.  Contact your Concur Customer Support Representative for further assistance.||Jun 21 2005  3:48PM
101|6|en|Y|Journal entries for %paymenttype% do not equal the billed amount from the vendor.  Contact your Concur Customer Support Representative for further assistance.||Jun 21 2005  3:48PM
101|7|en|Y|An unexpected error occurred when performing the prepay journal entry validation.  Contact your Concur Customer Support Representative for further assistance.||Jun 21 2005  3:48PM
101|10|en|Y|The transaction date of this entry is outside the date range of the associated itinerary.||Jun 21 2005  3:50PM
101|11|en|Y|There is a possible Travel Allowance conflict with another entry having the same expense code for this date. (Report: %reportName%  Entry: %entryDate%, %expType%, %transactionAmount% %transactionCurrency%)||Jun 21 2005  3:50PM
101|12|en|Y|This entry cannot be submitted until a Travel Allowance Itinerary is created.||Jun 21 2005  3:50PM
101|13|en|Y|The transaction date for this entry must be provided, and it must be within the date range of the associated itinerary.||Jun 21 2005  3:50PM
101|100|en|Y|The currency used is not the expected currency for this location.||Jun 21 2005  3:50PM
101|101|en|Y|A receipt is required for this expense and the receipt status is 'No Receipt Available.'||Jun 21 2005  3:50PM
101|1000|en|Y|The authorization request references an unsupported currency and cannot be processed.  Select another policy or contact the system administrator.  (Error evaluating rule: %rulename%).||Mar 15 2008  1:00AM
101|1001|en|Y|The previous step was skipped because the selected approver no longer has the approver role. Select another approver or contact the system administrator.||Jun 21 2005  3:51PM
101|1002|en|Y|This authorization request was rejected by the system because the approver is no longer authorized to approve. Select another approver or contact the system administrator.||Mar 15 2008  1:00AM
101|1003|en|Y|The entry has Undefined expense type. You must select an expense type for the entry before you can submit the expense report.||Jun 21 2005  3:51PM
101|2004|en|Y|Journal entries do not balance to the approved amount for this line item.  Contact your Concur Customer Support Representative for further assistance.||Jun 21 2005  3:52PM
101|2005|en|Y|Journal entries for %requestname% do not balance to the request total. Contact your Concur Customer Support Representative for further assistance||Jun 21 2005  3:52PM
101|2006|en|Y|An unexpected error occurred when performing the prepay journal entry validation.  Contact your Concur Customer Support Representative for further assistance.||Jun 21 2005  3:52PM
101|2007|en|Y|The previous step was skipped because the selected approver no longer has the approver role.||Jun 21 2005  3:52PM
101|2008|en|Y|The previous step was skipped because the selected approver would be self-approving the payment request.||Jun 21 2005  3:52PM
101|2009|en|Y|An error occurred attempting to look up the account code(s) for this line item. The account code lookup was based on : %values%. This request cannot be submitted until your system administrator adds an account code for this expense type with the above ledger segment data.||Jun 21 2005  3:52PM
101|2010|en|Y|The previous step was skipped because the selected approver would be self-approving the report.||Jun 21 2005  3:52PM
101|2011|en|Y|An appropriate exchange rate is not found for the currency that the report/entry references. Select another policy or contact the system administrator.  (Error evaluating receipt limit rule: %rulename%).||Jun 21 2005  3:52PM
101|2012|en|Y|The expense amount exceeds $75.00 per attendee.||Jun 21 2005  3:55PM
101|2013|en|Y|Expense does not conform to corporate travel policy.||Jun 21 2005  3:55PM
101|2014|en|Y|This entry must be itemized before the report can be submitted.||Jun 21 2005  3:55PM
101|2015|en|Y|Amount for the Lunch expense type has exceeded the weekly limit.||Jun 21 2005  3:55PM
101|2016|en|Y|The preferred payment method for this expense type is your company credit card.||Jun 21 2005  3:55PM
101|2017|en|Y|This vendor is not a preferred vendor, please provide an explanation for your approver.||Jun 21 2005  3:55PM
101|2018|en|Y|Manager approval and audit required.||Jun 21 2005  3:55PM
101|2019|en|Y|Warning: This expense entry may be a duplicate.||Jun 21 2005  3:55PM
101|2020|en|Y|This report has been selected for random audit.||Jun 21 2005  3:55PM
101|2021|en|Y|Gross Journal entries for %requestname% do not balance to the request total. Contact your Concur Customer Support Representative for further assistance.||Nov  3 2005  7:11PM
101|2022|en|Y|The Transaction Date is Greater than 90 days.  Approval from the Regional Vice President, Managing Director, or functional Vice President is required before processing for payment.||Jun  7 2010  7:40PM
101|2023|en|Y|ERROR: Future dated transactions cannot be saved.  Please correct the transaction date.||Apr 21 2008  5:14PM
101|2024|en|Y|Faxing of receipts is required before submission.||Sep 12 2006  6:50PM
101|2025|en|Y|Warning: This expense entry may be a duplicate.||Sep 27 2006  9:35PM
101|2026|en|Y|The Average Cost Per Attendee is High.  Please Review for Accuracy and Add Comment to Explain.||Oct 22 2009  8:38PM
101|2027|en|Y|The Class of Service is not Economy. Please provide an explanation in the comments.||Sep 13 2006  3:57AM
101|2028|en|Y|The Class of Service is not Economy. Review traveler comments.||Sep 13 2006  4:02AM
101|2029|en|Y|Daily Meals limit is high.  Please review for reasonableness and accuracy.||May  8 2009  5:51PM
101|2030|en|Y|Employee is flagged for review and audit.;||Nov 21 2006  2:03AM
101|2031|en|Y|You have selected a non-preferred vendor.  Please provide an explanation in the Comments section.||Jun 23 2007  8:04AM
101|2032|en|Y|This vendor is not a preferred vendor. Review traveler comments.||Sep 13 2006 10:46PM
101|2033|en|Y|Report Total greater than $2000.00.||Sep 27 2006  6:21PM
101|2034|en|Y|Amount Due Employee greater than $250.00.||Sep 13 2006 10:50PM
101|2035|en|Y|Review required for Expense "Miscellaneous".||Sep 13 2006 10:53PM
101|2036|en|Y|Exchange rate variance is high. Please review the exchange rate used for accuracy and attach receipt indicating exchange rate.||Jun 30 2009  1:45PM
101|2042|en|Y|Airfare Class of Service not Coach. Please review.||Sep 27 2006  6:16PM
101|2043|en|Y|Daily Meals limit has been exceeded||Sep 27 2006  6:18PM
101|2044|en|Y|Monthly Cell Phone limit has been exceeded||Sep 27 2006  6:19PM
101|2049|en|Y|Manager approval and audit required.||Sep 19 2007  6:59PM
101|2051|en|Y|The preferred payment method for this expense type is your company credit card.||Sep 27 2006  9:09PM
101|2053|en|Y|Expense does not conform to corporate travel policy.||Sep 27 2006  9:19PM
101|2054|en|Y|Amount for the Lunch expense type has exceeded the weekly limit.;||Sep 27 2006  9:42PM
101|2055|en|Y|This entry must be itemized before the report can be submitted.;||Sep 27 2006  9:45PM
101|2056|en|Y|Please Fax Receipts or Attach Receipt Images and click 'Check Receipts' in order to submit this Report.||Aug 23 2007  6:18PM
101|2063|en|Y|The currency used is not the expected currency for this location.;||Sep 27 2006 10:24PM
101|2064|en|Y|A receipt is required for this expense and the receipt status is 'No Receipt Available.';||Sep 27 2006 10:25PM
101|2072|en|Y|Concur Audit Service selected report for audit.||Dec 30 2006 12:20AM
101|2082|en|Y|This expense entry may be a duplicate of the following expense. %lines%||Feb  3 2007  1:39AM
101|2083|en|Y|This report has been pending approval longer than allowed by policy. The report owner should contact their Approver for instructions before resubmitting. If you are not the owner but have been forwarded the report, follow the approval steps according to your policy - this may involve approving the report or assigning it to another Approver for further review.||Jun 16 2007 12:47AM
101|2084|en|Y|The report header is missing required fields:	%missingfields%.||Feb  3 2007  1:39AM
101|2085|en|Y|The ticket number for this expense is different than the ticket number on the associated record: %tickets%||Feb  3 2007  1:39AM
101|2086|en|Y|Another expense has been submitted with the identical air ticket number. %lines%||Feb  3 2007  1:39AM
101|2097|en|Y|This Payment Request has been selected for Random Audit.||Mar 30 2007  9:21PM
101|2098|en|Y|You must enter the Tax ID Number for this Vendor prior to submitting this request.  If you don't know the Tax ID Number then ask the Vendor to provide you a IRS W-9 form.||Mar  7 2007  9:29PM
101|2099|en|Y|You must fax the IRS W-9  form prior to submitting this payment request.||Mar  7 2007  9:27PM
101|2100|en|Y|You must fax the appropriate check request back-up documentation prior to submitting this payment request.||Mar  7 2007  9:28PM
101|2101|en|Y|This is a duplicate invoice number, please research before proceeding.||Mar  7 2007  9:31PM
101|2102|en|Y|Employee is flagged for review and audit.||Mar  7 2007  9:34PM
101|2107|en|Y|The FBT configuration needed to process this report is incomplete.  Please contact the Expense Administrator for assistance.  Missing configurations: %missing_configurations%||Mar 17 2007  1:49AM
101|2108|en|Y|This Report has a Net Credit amount of credit card transactions, please hold the credit(s) until you have credit card charges to offset.||Apr 10 2007  9:21PM
101|2118|en|Y|This report has been selected for Expense Report Auditing.||Dec 18 2010  2:14AM
101|2119|en|Y|The expense is greater than the estimated expense in the travel reservation.||May 29 2007  3:19AM
101|2120|en|Y|The expense is greater than the estimated expense in the travel reservation.||May 29 2007  3:22AM
101|2121|en|Y|The per-day expense is greater than the estimated per-day expense in the travel reservation.||May 29 2007  3:24AM
101|2122|en|Y|The per-day expense is greater than the estimated per-day expense in the travel reservation.||May 29 2007  3:26AM
