101|AA_HIER_RPT_FIELDS|en|Y|Authorized Approver Report Fields||Jun 21 2005  3:52PM
101|AR_ATTENDEE_TOTALS|en|Y|Attendee Totals||Oct  6 2007  4:08AM
101|AR_AUTH_ATN_ARE_TOTL|en|Y|Attendee Total||Mar 15 2008  1:00AM
101|AR_AUTH_ATN_RPE_AMT|en|Y|Attendee Entry Amount||Apr 12 2008 12:59AM
101|AR_AUTH_ATN_RPE_TOTL|en|Y|Attendee Total||Mar 15 2008  1:00AM
101|AR_AUTH_REQ_ATTN|en|Y|Attendee||Mar 15 2008  1:00AM
101|AR_BUDGET_AMOUNTS|en|Y|Budget Amounts||Jan 19 2013  3:55AM
101|AR_BUDGET_SERVICE|en|Y|Budget||Sep 29 2017 10:02PM
101|AR_CA_FIELDS|en|Y|Request Cash Advance||Mar 23 2013  2:02AM
101|AR_EMPLOYEE_FIELDS|en|Y|Employee||Jun 21 2005  3:48PM
101|AR_ENTRYALLOC_FIELDS|en|Y|Entry Allocation||Jun 21 2005  3:50PM
101|AR_ENTRYGRP_FLDS|en|Y|Group of Central Reconciliation Expense Types||Feb 18 2012  3:08AM
101|AR_ENTRY_ATTENDEE|en|Y|Entry Attendee||Jun 21 2005  3:48PM
101|AR_ENTRY_EXP_CAT|en|Y|Expense Entry Category||Mar 15 2008  1:00AM
101|AR_ENTRY_FIELDS|en|Y|Entry||Jun 21 2005  3:48PM
101|AR_ENTRY_RESV_FIELDS|en|Y|Travel Reservation||Sep 30 2006 12:44AM
101|AR_ENTRY_SPD_CAT|en|Y|Expense Entry Spend Category||Aug 24 2013  3:29AM
101|AR_EXCEPTION_FIELDS|en|Y|Report Exception||Jun 21 2005  3:48PM
101|AR_LI_ATN|en|Y|Line Item Attendee||Sep 19 2015  3:38AM
101|AR_LI_ATN_TOTALS|en|Y|Attendee Totals||Sep 19 2015  3:38AM
101|AR_REQ_AGC_FIELDS|en|Y|Agency||Jun 23 2012  1:42AM
101|AR_REQ_ALLOC_FIELDS|en|Y|Request Allocation||Jan 22 2011  2:17AM
101|AR_REQ_BDGT_AMOUNTS|en|Y|Budget Amounts||Apr  5 2013  8:58AM
101|AR_REQ_ENTRY_ATN|en|Y|Request Entry Attendee||May 19 2012  1:30AM
101|AR_REQ_ENTRY_ATN_TOT|en|Y|Attendee Total||Sep 21 2013  2:35AM
101|AR_REQ_ENTRY_FIELDS|en|Y|Request Entry||Dec 18 2010  2:14AM
101|AR_REQ_EX_FIELDS|en|Y|Request Exception||Feb 26 2011  2:04AM
101|AR_REQ_FIELDS|en|Y|Request||Aug 21 2010  5:36AM
101|AR_REQ_SUMMARY_FLDS|en|Y|Request related Reports||Mar 23 2013  2:02AM
101|AR_RPT_FIELDS_SAVE|en|Y|Report||Jun 21 2005  3:48PM
101|AR_RPT_FIELDS_SUBMIT|en|Y|Report||Jun 21 2005  3:48PM
101|AR_RPT_SUMMARY_FLDS|en|Y|AR Related Reports||Mar 15 2008  1:00AM
101|AR_SEGMENTGRP_FLDS|en|Y|Group of Request Segment Types||Mar 23 2013  2:02AM
101|AR_SEGMENT_FIELDS|en|Y|Segment||Aug 21 2010  5:36AM
101|AR_TA_DAY|en|Y|Travel Allowance Itinerary Day||Oct 17 2009  6:51AM
101|AR_TA_FIXED_REIMB|en|Y|Travel Allowance Adjustments||Oct 17 2009  6:51AM
101|AR_TA_ITIN|en|Y|Travel Allowance Itinerary||Oct 17 2009  6:51AM
101|AR_TA_ITIN_RPT|en|Y|Travel Allowance Itinerary (on report)||Jan 16 2010  6:06AM
101|AR_TRAVEL_ALLOWANCE|en|Y|Travel Allowance||May 10 2008 12:48AM
101|AR_TR_ENTRY_FIELDS|en|Y|AR Category||Mar 15 2008  1:00AM
101|AR_TR_FIELDS|en|Y|AR (Authorization Request)||Mar 15 2008  1:00AM
101|AUTH_APPROV_FIELDS|en|Y|Authorized Approver Fields||Jun 21 2005  3:48PM
101|BILLTO_FIELDS|en|Y|Bill To||Jun 15 2013  3:04AM
101|CAR_FIELDS|en|Y|Entry Car||May 21 2011  1:03AM
101|COPY_ATTENDEE_FIELDS|en|Y|Copy Down Attendee Fields||Oct 16 2010  1:31AM
101|COPY_EMPLOYEE_FIELDS|en|Y|Copy Down Employee Fields||Jun 21 2005  3:48PM
