101|1000|Y|Y||EXTRACT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Apr 13 2006  9:01PM
101|1002|N|Y||EMAIL_REMINDER|378589||||N|||||Jan  3 2018 12:03AM
101|1003|N|Y||IMAGE_SERVER|272516|X|X|X|N|X||||Mar  8 2014 10:03AM
101|1004|N|Y||PAYMENT_HOLD||X|X|X|N|X||||Dec 10 2007  7:02AM
101|1005|N|Y||CONSOLIDATION||X|X|X|Y|X||||Dec 10 2007  7:02AM
101|2006|N|Y||APPROVAL_EXPIRE|378590|X|X|X|Y|X||||Jan  3 2018 12:03AM
101|2007|Y|N||EXTRACT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Apr 24 2006  8:58PM
101|2008|N|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Jul 29 2006  5:07AM
101|2009|Y|N||EXTRACT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Apr 24 2006  8:58PM
101|2010|N|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Jul 29 2006  5:07AM
101|2011|N|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Jul 29 2006  5:07AM
101|2012|N|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Jul 29 2006  5:07AM
101|2013|Y|N||EXTRACT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Apr 24 2006  8:58PM
101|2014|N|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Jul 29 2006  5:07AM
101|2015|N|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Jul 29 2006  5:07AM
101|2016|N|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Jul 29 2006  5:07AM
101|2017|Y|N||EXTRACT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Jun  7 2007 10:14PM
101|2018|Y|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Jul 29 2006  5:07AM
101|2019|N|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Jul 29 2006  5:07AM
101|2020|Y|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Jul 29 2006  5:07AM
101|2028|Y|N||EXCHANGE_RATE||<DEFAULT_JOB_DEF>\CT_STANDARD_EXCH_RATE.xml|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|||||Jun 10 2008  5:28PM
101|2029|Y|N||EXTRACT||X|X|X|N|X||||Dec 10 2007  7:02AM
101|2030|N|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Mar 22 2007  5:37PM
101|2031|Y|N||EXTRACT||X|X|X|N|X||||Dec 10 2007  7:02AM
101|2032|N|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Jul 29 2006  5:07AM
101|2033|N|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Jul 29 2006  5:07AM
101|2034|N|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Mar 22 2007 11:06PM
101|2035|Y|N||EXTRACT||X|X|X|N|X||||Dec 10 2007  7:02AM
101|2036|N|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Jul 29 2006  5:07AM
101|2037|Y|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Jan  2 2007  9:28PM
101|2038|N|N||EXTRACT_OUTPUT||X|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|N|X||||Jul 29 2006  5:07AM
101|2040|Y|N||TRVL_ALLOWANCE||<DEFAULT_JOB_DEF>\concur-71-standard.xml|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|Y||N|N||Jun 10 2008  5:28PM
101|2041|N|N||LIST|378571|<DEFAULT_JOB_DEF>\concur-standard.xml|<DEFAULT_JOB_DATA>|<DEFAULT_JOB_ARCHIVE>|Y||N|N||Jan  3 2018 12:02AM
