101|AUSTRALIAN|pay_single_day_trip_allowance|en|Y|Pay Single Day Trip Allowance (Y/N)|Pay the authorized single day trip allowance.||Jun 21 2005  3:51PM
101|AUSTRALIAN|trip_duration_min_hours|en|Y|Trip Duration Minimum Hours (integer between 0 and 23)|Minimum hours in a single day trip for the trip to qualify for a partial travel allowance (only if pay_single_day_trip_allowance is set to Y).||Jun 21 2005  3:51PM
101|AUSTRIA|add_overnight_after_deductions|en|Y|Add Overnight After Meal Deductions (Y/N)|If Y then the Overnight amount is added after meal deductions.  If N then the Overnight amount is added before meal deductions.||Jul 12 2014  2:50AM
101|AUSTRIA|comp_rate_mixed_hrs_handling|en|Y|Company time band rate handling of mixed hours (default/domestic_alt1)|The method for handling a partial day with mixed foreign and domestic hours when time bands are in use for company rates||Nov 19 2011  2:58AM
101|AUSTRIA|comp_rate_uses_time_bands|en|Y|Company rates use time band rates (Y/N)|Company rates use time band rates||Jul 23 2011  1:22AM
101|AUSTRIA|d_x_monthly_trip_meals_amount|en|Y|Domestic Extended Monthly Trip Amount (amount)|Meals allowance amount for domestic days in a calendar month for an extended domestic trip.||Dec  1 2007  1:24AM
101|AUSTRIA|d_x_monthly_trip_meals_amount_custom|en|Y|Domestic Extended Monthly Trip Partial Amount (amount)|Meals allowance amount for partial domestic days in a calendar month for an extended domestic trip.||Dec  1 2007  1:24AM
101|AUSTRIA|d_x_monthly_trip_meals_limit|en|Y|Domestic Extended Monthly Trip Days (integer)|The number of days in a given month over which the domestic extended monthly trip rules apply.||Dec  1 2007  1:24AM
101|AUSTRIA|domestic_extended_trip_factor|en|Y|Domestic Extended Trip Factor (percent)|Percentage factor applied to meals and lodging allowance for days in an extended domestic trip.||Feb  3 2007  1:39AM
101|AUSTRIA|domestic_extended_trip_limit|en|Y|Domestic Extended Trip Days (integer)|The number of days over which the domestic extended trip rules apply.||Feb  3 2007  1:39AM
101|AUSTRIA|domestic_high_hours|en|Y|Domestic High Hours (integer between 0 and 23)|Minimum hours for a single day at a domestic location to qualify for the high meals allowance; Must be greater than domestic_low_hours.||Aug 26 2006  4:33AM
101|AUSTRIA|domestic_low_hours|en|Y|Domestic Low Hours (integer between 0 and 23)|Minimum hours for a single day at a domestic location to qualify for the low meals allowance; Must be less than domestic_high_hours.||Aug 26 2006  4:33AM
101|AUSTRIA|domestic_low_hours_valid_first_last_day|en|Y|Apply Domestic Low Hours for First and Last Day of Trip|If checked then dom_low_hours will apply for first and last day of the trip.||Feb 18 2017  2:10AM
101|AUSTRIA|international_extended_trip_factor_1|en|Y|International Extended Trip 1 Factor (percent)|Percentage factor applied to meals and lodging allowance for days in an extended international trip 1.||Feb  3 2007  1:39AM
101|AUSTRIA|international_extended_trip_factor_2|en|Y|International Extended Trip 2 Factor (percent)|Percentage factor applied to meals and lodging allowance for days in an extended international trip 2.||Feb  3 2007  1:39AM
101|AUSTRIA|international_extended_trip_limit_1|en|Y|International Extended Trip Days 1 (integer)|The number of days over which the international extended trip rules 1 apply.||Feb  3 2007  1:39AM
101|AUSTRIA|international_extended_trip_limit_2|en|Y|International Extended Trip Days 2 (integer)|The number of days over which the international extended trip rules 2 apply.||Feb  3 2007  1:39AM
101|AUSTRIA|intl_high_hours|en|Y|International High Hours (integer between 0 and 23)|Minimum hours for a partial day at an international location to qualify 2/3 of a full travel allowance; Must be greater than intl_mid_hours.||Aug 26 2006  4:33AM
101|AUSTRIA|intl_high_meals_rate|en|Y|International High Meals Rate (percent)|Percentage factor applied to the high meals rate for international locations specified.||Aug 26 2006  4:33AM
101|AUSTRIA|intl_low_hours|en|Y|International Low Hours (integer between 0 and 23)|Minimum hours for a partial day at an international location for which travel allowance is zero; Must be less than intl_mid_hours.||Aug 26 2006  4:33AM
101|AUSTRIA|intl_low_meals_rate|en|Y|International Low Meals Rate (percent)|Percentage factor applied to the low meals rate for international locations specified.||Aug 26 2006  4:33AM
101|AUSTRIA|intl_mid_hours|en|Y|International Mid Hours (integer between 0 and 23)|Minimum hours for a partial day at an international location to qualify 1/3 of a full travel allowance(mid allowance); Must be greater than intl_low_hours.||Aug 26 2006  4:33AM
101|AUSTRIA|intl_provided_meals_factor|en|Y|International Provided Meals Limit (percent)|The maximum provided meals deduction amount for international locations specified by Austria.||Aug 26 2006  4:33AM
101|AUSTRIA|use_24hour_day|en|Y|Use 24 hour day (domestic)|Use 24 hour day for determining the allowance amounts of domestic travel||Dec  1 2007  1:24AM
