101|2008|2010|2007|2012|CES_SAE|AP/GL CES Standard Extract|Jun 21 2005  8:55AM||;|Y||Y|Y||yyyyMMddHHmmss|yyyy-MM-dd|N| |.||CRLF|N|||N|2|U|Y|S|A|N||Sep 14 2005  6:13PM
101|2010|2010|2009|2012|cash|Employee Payable Data Entry|Jun 21 2005  8:55AM|extract||N||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.|15|CRLF|N|0|Y|N|2|U|Y|S|A|N||Sep 14 2005  6:13PM
101|2011|2010|2009|2012|payroll|Payroll Interface|Jun 21 2005  8:55AM|extract|,|Y||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.||CRLF|N|||N|2|U|Y|S|A|Y||Sep 14 2005  6:13PM
101|2012|2010|2009|2012|cash_gl|SAE_CASH|Jun 21 2005  8:55AM|extract|;|Y||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.||CRLF|N|||N|2|U|Y|S|A|N||Sep 14 2005  6:13PM
101|2014|2010|2013|2012|creditcard|Paid to Credit Card Data Entry|Jun 21 2005  8:55AM|extract||N||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.|15|CRLF|N|0|Y|N|2|U|Y|S|A|N||Sep 14 2005  6:13PM
101|2015|2010|2013|2012|IBCP|Credit Card Remittance File|Jun 21 2005  8:55AM|extract||N||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.|10|CRLF|N|0|Y|N|2|U|Y|S|S|Y||Oct  4 2005  3:35PM
101|2016|2010|2013|2012|creditcard_gl|SAE_CARD|Jun 21 2005  8:55AM|extract|;|Y||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.||CRLF|N|||N|2|U|Y|S|A|N||Sep 14 2005  6:13PM
101|2018|2010|2017|2012|creditcard|Paid to Credit Card Data Entry|Jun 21 2005  8:55AM|extract||N||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.|15|CRLF|N|0|Y|N|2|U|Y|S|A|N||Sep 14 2005  6:13PM
101|2019|2010|2017|2012|IBCP|Credit Card Remittance File|Jun 21 2005  8:55AM|extract||N||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.|10|CRLF|N|0|Y|N|2|U|Y|S|S|Y||Oct  4 2005  3:30PM
101|2020|2010|2017|2012|creditcard_gl|SAE_CARD|Jun 21 2005  8:55AM|extract|;|Y||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.||CRLF|N|||N|2|U|Y|S|A|N||Sep 14 2005  6:13PM
101|2030|2010|2029|2012|CES_SAE_v2|AP/GL CES Standard Extract v.2|Jun 21 2005  8:55AM|extract|;|Y||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.||CRLF|N|||N|2|U|Y|S|A|N||Apr 24 2006  8:54PM
101|2032|2010|2031|2012|cash|Employee Payable Data Entry|Jun 21 2005  8:55AM|extract||N||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.|15|CRLF|N|0|Y|N|2|U|Y|S|A|N||Apr 24 2006  8:54PM
101|2033|2010|2031|2012|payroll|Payroll Interface|Jun 21 2005  8:55AM|extract|,|Y||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.||CRLF|N|||N|2|U|Y|S|A|Y||Apr 24 2006  8:54PM
101|2034|2010|2031|2012|CASH_GL_V2|SAE_CASH_v2|Jun 21 2005  8:55AM|extract|;|Y||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.||CRLF|N|||N|2|U|Y|S|A|N||Apr 24 2006  8:54PM
101|2036|2010|2035|2012|creditcard|Paid to Credit Card Data Entry|Jun 21 2005  8:55AM|extract||N||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.|15|CRLF|N|0|Y|N|2|U|Y|S|A|N||Apr 24 2006  8:54PM
101|2037|2010|2035|2012|IBCP|Credit Card Remittance File|Jun 21 2005  8:55AM|extract||N||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.|10|CRLF|N|0|Y|N|2|U|Y|S|S|Y||Apr 24 2006  8:54PM
101|2038|2010|2035|2012|CC_GL_V2|SAE_CARD_v2|Jun 21 2005  8:55AM|extract|;|Y||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.||CRLF|N|||N|2|U|Y|S|A|N||Apr 24 2006  8:54PM
101|2058|2010|2057|2012|Payroll_Remittance_(US)|Payroll_Interface-does_not_include_Cash_Advance|Mar 22 2007  3:59PM|extract|,|Y||Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.||CRLF|N||N|N|2|N|Y|S|A|Y||Apr 17 2007  8:52PM
101|2068|2000|2067|2002|payment_gl|Standard Payment Request Accounting Extract|Nov 18 2005  9:45PM|extract|;|Y|"|Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.||CRLF|N||N|N|2|N|Y|S|A|N||Mar 27 2007  7:59PM
101|2070|2000|2069|2002|payment_gl|Standard Payment Request Accounting Extract|Nov 18 2005  9:45PM|extract|;|Y|"|Y|Y|txt|yyyyMMddHHmmss|yyyy-MM-dd|N| |.||CRLF|N||N|N|2|N|Y|S|A|N||Mar 27 2007  7:59PM
