101|2|586|N|1||Jun 19 2009  6:16PM
101|5|757|N|1||Jun 29 2009 12:51PM
101|6|6351|N|1||Jan  4 2010  3:40PM
101|11|4768|N|1||Nov 11 2009  7:00PM
101|16|5540|N|1||Dec  3 2009  6:47PM
101|52|12972|N|1||May  3 2010  7:40PM
101|53|16070|N|1||Jun 15 2010  3:25AM
101|54|16886|N|1||Jul 27 2010  9:02AM
101|55|13677|N|1||May 18 2010  6:15AM
101|56|13679|N|1||May 24 2010  9:08AM
101|57|13882|N|1||May 14 2010  7:33AM
101|58|15111|N|1||Jun  1 2010  3:35AM
101|59|15505|N|1||Jul  6 2010  3:19AM
101|60|16070|N|1||Jun 15 2010  3:25AM
101|61|16759|N|1||Aug 13 2010  8:59AM
101|62|19543|N|1||Aug 13 2010  8:05AM
101|63|14432|N|1||May 31 2010  3:23AM
101|64|17897|N|1||Jul 26 2010  6:40AM
101|65|18330|N|1||Jul 22 2010  6:38AM
101|67|16298|N|1||Jun 24 2010  3:49AM
101|68|18545|N|1||Jul 22 2010  8:30AM
101|70|16316|N|1||Jun 16 2010  8:06AM
101|71|16906|N|1||Jun 23 2010  7:26AM
101|72|17566|N|1||Jul  2 2010  9:10AM
101|74|17057|N|1||Jun 29 2010  8:11AM
101|75|18167|N|1||Jul 12 2010  5:39AM
101|76|18279|N|1||Jul 13 2010  8:13AM
101|77|17009|N|1||Jun 23 2010  7:49AM
101|81|16996|N|1||Jun 23 2010  7:50AM
101|82|19881|N|1||Sep  3 2010  7:33AM
101|83|17013|N|1||Oct 14 2010  5:53AM
101|84|18863|N|1||Aug 24 2010  3:06AM
101|85|18906|N|1||Jul 30 2010  4:29AM
101|86|18600|N|1||Jul 20 2010  4:03AM
101|87|19114|N|1||Jul 28 2010  7:57AM
101|88|18314|N|1||Aug 11 2010  1:16AM
101|89|17880|N|1||Jul 15 2010  4:57AM
101|90|19177|N|1||Aug  3 2010  7:23AM
101|91|19196|N|1||Aug 12 2010  6:12AM
101|92|19859|N|1||Aug 25 2010  9:11AM
101|93|19629|N|1||Sep  7 2010  8:50AM
101|94|18070|N|1||Jul  9 2010  8:01AM
101|95|19198|N|1||Sep  2 2010  8:44AM
101|96|19678|N|1||Aug 25 2010 10:25AM
101|97|19202|N|1||Aug 25 2010  8:40AM
101|99|19097|N|1||Sep 16 2010  5:31AM
101|100|18186|N|1||Jul 15 2010  2:23AM
101|101|19990|N|1||Aug 12 2010  6:11AM
101|102|19338|N|1||Aug  6 2010  8:24AM
101|103|18768|N|1||Jul 21 2010  5:19AM
101|104|20288|N|1||Aug 23 2010  7:22AM
101|105|20691|N|1||Aug 30 2010  1:45AM
101|106|19621|N|1||Nov  3 2010  6:09AM
101|107|20690|N|1||Sep 14 2010 12:45AM
101|108|23360|N|1||Oct 11 2010  6:01AM
101|109|21157|N|1||Sep  6 2010  8:32AM
101|110|19025|N|1||Aug 25 2010  5:40AM
101|111|19627|N|1||Aug 25 2010  4:59AM
101|112|20499|N|1||Aug 18 2010  9:36AM
101|113|19129|N|1||Aug  3 2010  9:25AM
101|116|21393|N|1||Sep  6 2010  6:57AM
101|117|21433|N|1||Sep  3 2010  8:25AM
101|118|19991|N|1||Aug 31 2010  8:50AM
101|119|21502|N|1||Sep 23 2010  8:49AM
101|120|21488|N|1||Sep 23 2010 12:48AM
101|121|26892|N|1||Nov 26 2010  5:49AM
101|122|20403|N|1||Sep  7 2010  8:57AM
101|123|21090|N|1||Sep  8 2010  6:06AM
101|124|20555|N|1||Sep  6 2010  1:19AM
101|125|20645|N|1||Sep  7 2010  9:26AM
101|126|20878|N|1||Oct 15 2010  8:29AM
101|132|19819|N|1||Sep 21 2010  5:46AM
101|134|21295|N|1||Nov  5 2010  6:27AM
101|135|21502|N|1||Sep 23 2010  8:49AM
101|136|21488|N|1||Sep 23 2010 12:48AM
101|137|20647|N|1||Sep 13 2010  9:04AM
101|139|19607|N|1||Sep 22 2010  7:04AM
101|140|19695|N|1||Aug 20 2010  1:05AM
101|141|21424|N|1||Sep 15 2010 12:46AM
101|143|21210|N|1||Sep 23 2010  9:07AM
101|144|19996|N|1||Aug 31 2010  7:50AM
101|145|21540|N|1||Sep 15 2010  5:45AM
101|146|22318|N|1||Sep 17 2010  7:14AM
101|147|20734|N|1||Sep  8 2010  7:40AM
101|150|21710|N|1||Sep  8 2010  2:14AM
101|151|20846|N|1||Aug 31 2010 11:49PM
101|153|21508|N|1||Sep  2 2010  7:55AM
101|155|21198|N|1||Sep 14 2010  5:41AM
101|157|24573|N|1||Nov 10 2010  3:29AM
101|158|20861|N|1||Aug 25 2010  7:05AM
101|159|24023|N|1||Oct 18 2010  1:08AM
101|160|21575|N|1||Sep  6 2010  9:34AM
101|161|23806|N|1||Nov  3 2010 10:18AM
101|162|21505|N|1||Sep 22 2010  3:09AM
101|163|22568|N|1||Sep 17 2010  5:59AM
101|164|28993|N|1||Dec 15 2010  9:00AM
101|165|29246|N|1||Dec 15 2010  3:00AM
101|166|22224|N|1||Sep 16 2010  8:28AM
101|167|19335|N|1||Sep 17 2010 10:15AM
101|168|24474|N|1||Oct 27 2010  5:03PM
101|169|30725|N|1||Jan 18 2011  5:35AM
101|170|21780|N|1||Sep  7 2010  8:45AM
101|171|23223|N|1||Dec  7 2010  2:24PM
101|172|23606|N|1||Nov 17 2010 10:11AM
